Komentar,Kategori
Samagat kak regi buat konten simulatornya❤❤sehat selalu,Non-bullying
39:28 jangan tangis bang,Non-bullying
"Miawaug gue punya rekomendasi untuk Lu namanya laundry 
Store simulator",Non-bullying
Kak reg main ff lagi yah,Non-bullying
kak regiee tambahin backsound streamer life simulator yang pertama dong,Non-bullying
lucky? ga bre itu usaha yg miawaug lakuin karna udh serius buat konsisten bkin konten,Non-bullying
Njir cerita nya pakek ai,Non-bullying
"Betul, di pantau aja terus kolom chat jangan sampe muncul komen judol",Non-bullying
Game paling ku tunggu,Non-bullying
Ada mobil GTR 34 sky line🗿🗿,Non-bullying
33:23 motornya muter gak tuh,Non-bullying
gambar yang komik kek gambaran AI,Non-bullying
ko relate ya game nya😢,Non-bullying
yeayyy game simulator lagii,Non-bullying
"kek pake ai animasinya,boss nya ubah ubah",Non-bullying
"1:17 cimang apa ini, macam cicak kak reggie😂😂",Non-bullying
"Bang regie kalo misal jawab pertanyaan yang pas stream itu kalo warna hijau berarti jawabannya bener kalo merah kurang tepat, kalo ijo nanti bisa nambah subscriber nya",Non-bullying
7:62 developernya gabut kali kak malah di jumpscare boneka begituan ada² aja davelopernya,Non-bullying
"GG gokil ampe mental tu orang nya dan keren ni game!!!

Jam segini Rilekin diri ngopii santai nikmati serunya update terbaru streamer life simulator 2 episode 1,,
Akhirnya muncul juga serial game streamer life simulator 2  meskipun masih early access gamenya perubahan nya bagus byk hal menarik didalamnya grafik nya lumayan bagus alur cerita nya sekarang mulai ada di serial keduanya nambah seru ni game meskipun masih awal perlu dipelajari perlahan satu-persatu tp gue sangat terhibur enjoy menikmati keseruannya pembawaan dari Ka Regi Miawaug jadi penasaran sama kelanjutan proses progres nya di next episode streamer life simulator 2 apa yang akan terjadi setelah semua ini.
Terima kasih Ka Regi Miawaug sudah hibur hari2 kita semua sehat2 buat mu Ka Regi Miawaug sekeluarga ditunggu kelanjutan konten serial game streamer life simulator 2 🙏🏻",Non-bullying
54:24 ini yang sedang aku alami ka regie 🥺😢 tapi aku tetap semangat dan yakin aku pasti bisa melewati nya.,Non-bullying
Thank you @cheesecake Dev🎉🎉🎉,Non-bullying
"Dari pas masih smp sampe sekarang mau kerja selalu nontonin konten"" Nya MiawAug terus, ga pernah bosen apa lagi dengan Ka Regi nya yang bicara nya selalu sopan enak di dengar sampe"" Sering ketiduran kalo liat ni chanel, sampe"" Dulu pernah mau bikin konten+ mau jadi streamer seperti Ka Regi dengan nada bicara yang sopan tapi ga tercapai karena ketidak adaan ekonomi, sehat selalu Ka Regi ya❤😊",Non-bullying
"44:00 kak regie itu bukan bebas pilih tapi pilih kata yang benar untuk melengkapi kalimat.  jadi tadi jawabannya ""sleep/tidur"" untuk memenuhi kalimat ""have you ever lost ..... to gaming?"" = ""apakah kamu pernah kurang ..... untuk bermain game?""",Non-bullying
Perkara mandi dan pipis,Non-bullying
Nanti dapet uang kak Regi kak Regi pergi dulu ke tokonya,Non-bullying
YouTube masuk YouTube 😂. 44:42,Non-bullying
Biasanya awal dipenuhi  komennya absen absen. Ini baru 2 menit udah di serang judol😭,Non-bullying
"Natural aja bg udah bagus, saran aku gak usah pak backsound efek.",Non-bullying
Udah lama gk nonton MiawAug,Non-bullying
10:11 brutal simulator 😂😂😂😂😂😂,Non-bullying
jadi youtuber nih gamenya😅,Non-bullying
Berasa miawaug jadi streamer baru😅,Non-bullying
"Bang regi,liat bang regi😂😂😂",Non-bullying
"Aku Nonton Lagi Soal Game Ini Seru Banget Dari 2 Tahun Yang Lalu

Btw Udah Lama Ga Nonton Aku Kaget Nonton Video Berasa Nonton 720p Padahal Pake 360p 😭",Non-bullying
ilustrasinya pake ai 😅,Non-bullying
hari ini miauaug sangat lah lucu...seperti masih 10 tahun😄,Non-bullying
"Akhirnya 😱😱😱 kak reggi main game simulator lagi 😊😊 kangen banget liat kak reggi main game simulator kek gini, hawa nya santai gitu nonton nya, gak deg deg kan kek nonton horor, nonton nya have fun,chill santai 🎉🎉🎉",Non-bullying
kak regi knpa ditolak oy yg 1000 dollar😭,Non-bullying
Kak Reggie orang-orang nya jangan ke sering ke tabrak Ama kak Reggie nanti bisa marah orang-orangnya 12:06,Non-bullying
Sayah teringat anda bermain raft,Non-bullying
Nahh ini dia yg ditunggu2 kmrn ak lupa komennnnnn jdi bru skrng komennya,Non-bullying
"Kemarin saya mimpi lgi liat video kak regi, dimimpi saya thumbnail nya pas liat vid ka regi sama persis thumbnail yang ini sumpahh.",Non-bullying
Bang doain semoga gw dapet kerjaan,Non-bullying
Ini yang ku sukaa,Non-bullying
"Alhamdulillah, rezeki nggak kemana! Baru main di 𝐃О𝘙A7𝟩, langsung dapat jakpot besar! Thank you banget!	😔 😞",Non-bullying
Kalo di streamingin pasti banyak yg ngeh,Non-bullying
kangen cuy sama game ini😂😂,Non-bullying
"Bang regi, live main game 😅😅😅",Non-bullying
Tim gercep mari merapat,Non-bullying
Beli facecampnya yg mahal sih,Non-bullying
"@@ArtZerzPL._ iya lagi, udh 4 tahun yg lalu",Non-bullying
"akhrinya wakkkkkk, dlu ngikutin series ini dari yg seri pertama nontonin miawaug sambil makan beuhh, dan sekarang ada seri 2 nya, mantappppppppp",Non-bullying
"HALLO BANG REGIIII, AKU UDH NONTON BG REGI DRI KLS 5 SD udh subrek tapi akunnya lupa password 😢😢😢",Non-bullying
main steam pake browser bg regg,Non-bullying
Kak regi lanjut game toy shop simulator LG kak regii,Non-bullying
Biar bisa mandi sama buang air kayaknya harus beli bath tub sama toilet deh 🤔,Non-bullying
Suara gagal dibaca open,Non-bullying
"Peringatan buat kawan! 

Jangan di like atau di apain, ri report aja


Report akunya + komenya",Non-bullying
nice video bang regi :),Non-bullying
ART nya kayak AI yaa?,Non-bullying
akhir nya gua tau nama lu prabowo,Non-bullying
Menonton diri sendiri 👍,Non-bullying
"kalo mandi itu harus beli bath room dulu
makan bisa dari ponsel",Non-bullying
Kak regi gua pengen jadi YouTuber kayak lu..harap² cita² gua tercapai dan dapat colab sama kak regi...😌,Non-bullying
"Miawaug, kapan mau main scary teacher 3d lagi aku kangen sama game itu",Non-bullying
Kak reggie lanjutin game miside itu lagi dong yang pilihan tetap tinggal itu ya pliss,Non-bullying
Ya capek lah bikin karakter satu satu dengan gaya rambut berbeda,Non-bullying
10:14 mukanya miawaug wkwkwkwkwk 😂😂 tapi dosa 𖨆,Non-bullying
lah barusan liat internet cafe njr,Non-bullying
mau di sapa kak regi😊,Non-bullying
Absen 100 orang tercepat,Non-bullying
Kak regi sambungin game toy shop dong,Non-bullying
Agak kecewa karna awalnya AI,Non-bullying
absen 100 orang tercepat!!!,Non-bullying
Kak regi kapan lanjutin gas simulator semoga dibaca ❤,Non-bullying
yeay akhirnya main game simulator lagi🥰,Non-bullying
Langsung gercep gak nih gais??😆,Non-bullying
Bisa bang regii. itu boneka bisa dipake,Non-bullying
"Semangat Kak Regi..
Sukses Selalu..
GGWP LAH POKOKNYA..",Non-bullying
Gw suka bgt nih klo ka regi main game yang konsep nya simulator,Non-bullying
Semngt kak regiii 😊😊,Non-bullying
"de po 50, jadi 5 juta di 𝐃𝑂𝐑𝘈7𝟽",Non-bullying
Karegi jangan karegi aurat,Non-bullying
6:22 bisa nih gw praktekin di dunia nyata,Non-bullying
"Akhirnya balikk lagii ke streamer life lgi, nonton streamer life 1 msih SMP skrng dah SMA",Non-bullying
kak regi di panggil sm reza arab suruh dtng ke tempat y😂,Non-bullying
Do u get Dejavu?,Non-bullying
kangen bangettt game game gini lagiii hahahaha❤❤,Non-bullying
Hallo kak regi aku fansmu sejak 2016 aku sudah lama menonton chanel Miawung,Non-bullying
Udh lama gk mampir ke sini pas intro keinget pas masih bocil dan nonton bareng ama temen pake hp advan,Non-bullying
beli bang toiletnya sama betapnya,Non-bullying
"bang regi, di 6:53 ada duit situ kelewatan😂 di pojok bawah nya bang regii atau di samping wastafel",Non-bullying
"dari awal main sampe akhir kakk reggiee bisaan banget pakee ekspresinya, dari nolak pengemis, pas streaming, pas di kata katain juga.. kerasaa banget sedihnya, seakan kak Reggie memang pernah berada di posisi itu... 😢😢 what a lucky guy yang bisa berada di posisi seperti sekarang setelah merintis dari nol selama bertahun-tahun, semangat teruus kakk reggiee ❤❤",Non-bullying
"Karegi main mesin cuci STOR simulator dang yang dari Andi Lukito pilis udah subscribe 😢 
Ya bang😢😊",Non-bullying
10:00 - 10:40 kocak amat 😂😂😂,Non-bullying
Bang regi bang belik VR bang plissssss,Non-bullying
Yes hehehe seru bet,Non-bullying
kak reggi main laundry store simulator dong,Non-bullying
Streamer pemula yang share key ke penonton😅😅,Non-bullying
Haha aku tau stream keynya bang regi,Non-bullying
Bahasa semut gak si 😂,Non-bullying
Lama progress nya nanti,Non-bullying
"Main sebentar aja langsung dapet jakpot gede, 𝘿𝑂R𝐴𝟕7 ini baru bener-bener gacir! 😩 🥺",Non-bullying
"bang, seharusnya lu terima uang nya tadi, kan di kasi 1000 nanti tinggal balikin 800 jadi nya 200",Non-bullying
"Eh bnr kak kaya ada yg beda ga kaya biasanya gitu tapi ntah apa jadi gabisa di deskripsikan gitu
Mungkin kitanya yg semakin beranjak dewasa, dan nonton juga udh jarang, lebih ke scroll tt di banding nonton yt lagi😢",Non-bullying
Pas kak regi bilang hah? Pokemon aku langsung ketawa,Non-bullying
"4:09 gambarannya kayak ai, sedih banget 😢",Non-bullying
"Wihh,gk telat nih bang❤🎉",Non-bullying
44:23 devinisi nonton diri sndiri 😭😭,Non-bullying
kak toys shop simulator,Non-bullying
lucu bgt ketabrak semuaaa wkwkwkw,Non-bullying
mana nih yg gercep🎉❤❤,Non-bullying
dulu kak regi main yang pertama minum sambil pipis,Non-bullying
Hallo bang regi aku mimpi ketemu bang regi kata aku bang pernah toxic ga kata bang regi tidak pernah dan bang regi ajak aku kerumah bang regi 😮 terus aku kebangun hehe,Non-bullying
Bodoh banget bodoh banget,Bullying
Kak regi itu bisa di mainin di pc/laptop doang kah???,Non-bullying
bg regii banyakkin game simulator nyaa .aku ga suka horor,Non-bullying
Sumpah dari dulu kecil sampai dewasa nonton miauAug,Non-bullying
46:25 jangan di tolak kalau di beri duitnya ntar di balikin 2x lipat,Non-bullying
Hallo kak regi makasih sudah menemani saya dari jaman hp kentang sampe sekarang hp kentang juga si hehe,Non-bullying
10:10 kota yg barbar,Non-bullying
asiik ada yang part ke 2❤❤,Non-bullying
"Kak regi kapan part 2 nya, seru banget lho, bermotivasi banget untuk orang² yang mukanya ingin terpapar di dunia",Non-bullying
Intro gamenya kelihatan banget AI nya🤣,Non-bullying
Kak regi kalo gk salah liat dari gameplay nya harus beli perlengkapan toilet dulu baru bisa mandi😊,Non-bullying
Bg menit ke 7.23 jangan sus gua ni bocil😢😢,Non-bullying
Akhirnya di simulator grafik bagus 👍🏻✅,Non-bullying
tiba2 terpikirkan ide ka regi livestream main game ini trus sambil liat livestream di browser itu wkwkkw,Non-bullying
7:26 haha kaget bgtt😂😂😂,Non-bullying
4:04  ai nya cukup kental di game ini meurut art style kartunis nya,Non-bullying
Hah apa yang pertama 2tahun lalu selama itu kah?,Non-bullying
buat mandi dan toilet harus beli di zamazor kak Reggie,Non-bullying
Kak regi pliiiissss main granyy lagi kangen,Non-bullying
Bang regi main shadow of Colossus dong bang regi😊,Non-bullying
"Game ini, bikin bg reggi ketawa muluuu",Non-bullying
Kak regi grenny 4 kak regi,Non-bullying
6:09 Jahat Moment 🗿,Non-bullying
nonton miawaug dalam game nya juga ada miawaug😂,Non-bullying
palingg suka liat miawaug main house filliper,Non-bullying
Tegang banget pas mau dapet JP di 𝘿𝑂Я𝐴7𝟽! Tapi akhirnya dapet juga! 🤫 🤥,Non-bullying
Udah lama gk nonton streamer life,Non-bullying
tim yang masih kangen bapakee akuu🥲🥲,Non-bullying
Bener banget bang aku live ga jauh dari 2 penonton hehe susah banget ya😅😅,Non-bullying
Yeeey main simulator lagi🎉🎉🎉❤,Non-bullying
Ini lah youtuber yang sesungguhnya karna dia ga pernah berkata kasar salut gua ma lu bang👍,Non-bullying
Absen 100 orang tercepat,Non-bullying
Akhirnya Update video lagii,Non-bullying
Kak regi itu bapak yang minta uang kasi aja nanti dapat 20 dolar,Non-bullying
Ini yg di tunggu²,Non-bullying
Bg kapan main warnet life lagi,Non-bullying
"back to back nontonin versi bang reggie dan bang windah. dua2nya entertaining dengan karakternya masing2 wkwk tapi sama2 kebawa emotional dari minim viewer, pc ngecrash sambil denger mereka flashback zaman2 awal yt. aku tungguin terus upload game ini soalnya seruuuu!!! Makasi bang reggie udah main!!",Non-bullying
Pertama nih ka regi,Non-bullying
Bang regi ayok ke AAA house,Non-bullying
Beli toilet di zamazon kolo gak sala aku nonton live orang lain soalnya semoga di baca,Non-bullying
Karakter nya Peter Parker 🗿,Non-bullying
"Hi kak Regi, mau rekomendasi game adventure mystery. Namanya ""ADERA"". Gamenya seru, bnyak puzzle yg unik.",Non-bullying
Ayo² jangan di tonton doang like video MiawAug,Non-bullying
Ini nih yang gua suka 😊,Non-bullying
"Gamenya bagus banget! Sangat realistik,saking realistisnya,kursi bisa di taruh dalam tas,sedangkan pcnya gak bisa",Non-bullying
Kak regi semangat ya buat video nya semoga sehat selalu,Non-bullying
"44:20 kocak wkwk, nonton yutub sendiri ga tuh",Non-bullying
itu karakternya miawaug mirip arda guler,Non-bullying
"Makanya liat kata Luthfi, dia udah kontak semuanya dan katanya februari, tapi tanggalnya masih rahasia, Reza arap temennya regi, yakali regi sombong",Non-bullying
makin lucu nonton miawaug 😂😂,Non-bullying
Pas liat openingnya kak regi. Ke ingat pas main Spider-Man😅,Non-bullying
Iyya bang bosan hantu mulu,Non-bullying
"GamerSejati sampe main ini game wkwk, kayaknya bosen ark dia",Non-bullying
Kenak firus. Itu bang regi,Non-bullying
apaan tuh di menit 7:26,Non-bullying
"Bbrp hari ini hati gua kaya gak tenang gitu,pas cari tau ternyata kangen nonton bang miauaug",Non-bullying
Ka regi kapan main toy shop lagi  padahal game nya bagus loh,Non-bullying
9:37 set ada r34,Non-bullying
Absen 100 orang tercepat,Non-bullying
Bg Regi cobain game aku si juragan kosan,Non-bullying
bisa Buat di hp ga,Non-bullying
Hore streamer life simulator series lagi,Non-bullying
Dodo bapak gw kak Rego 😅,Non-bullying
"Wahh ada seri keduanya nih game Streamer Life Simulator 2 nya, terakhir kak Reggie main 4 tahun yg lalu kalau gk salah ingat, mantap dah gass langsung nonton hehehe, edit: btw ditunggu next episodenya kak Reggie 👍😸",Non-bullying
Kak regi izin pinjam videonya di menit 10:06 - 10:17 nanti aku kasih kredit,Non-bullying
Buset lagi enak enak blue scrintt wkwkw,Non-bullying
Ini game khusus pc ya/bisa di mainkan di playstation,Non-bullying
"0:25 kak regi mainin streamer life simulator 1 itu 4 tahun yang lalu,bukan 2 tahun yang lalu",Non-bullying
Chaos kali kotanya 😂,Non-bullying
Bang REGI main game pak kumis lagi,Non-bullying
Jadi inget pas bang regi main internet cafe simulator,Non-bullying
Kak miawaug main lagi game evil nun pertama ad update nya,Non-bullying
"hello kak Regi, my name is Michelle, i love your video, i'm watching you when i was 8 years old, until now i am 15 years old. makasih banyak kak Regi, hope you are well every day 😉❤.",Non-bullying
hai kak regi saya suka sekali dengan game yg setiap kaka regi setiap hari  saya tungguin game yg kakabuat semangat kontennya  yakak😊,Non-bullying
Bang itu gemnya bagus banget,Non-bullying
10:05 ketabrak dua kali wkwkwkwk,Non-bullying
Terima bang uang nya soal nya anti scem,Non-bullying
"Aduh ini game kaya gue, mulai livestreaming baru beberapa menit PC gue ngeckress😅",Non-bullying
di meja baristaa adaa uangg,Non-bullying
Kak regi kalo kak regi memberinya 10 dolar kak regi bisa dapat 25 dolar loh,Non-bullying
kak regi di menit 9:08 ada duit yang ketinggalan,Non-bullying
nama aku itu bng Wkkwk,Non-bullying
aky fans no 1 bang regi hehe,Non-bullying
Kak regi main scary teacher 3D lagi dong ada update terbaru 😁😁 sekalian nostalgia masa lalu miawaug main scary teacher 3D lagi 😅 atau coba main super bear adventure dia game nya mirip mirip lah sama game astrobot gitu😅😅 yang mau bantu dong 🙏🏻 pilihin ya 😅😅,Non-bullying
Ini dia yang Kita tunggu 😁,Non-bullying
ka regi main pikabu smile dong semoga di baca itu aku loat banyak yg mainin kapan ka regi mainin semoga di baca sm ka regi😢,Non-bullying
Paling suka miau Aug main a plague tale ada yang ke 3 g yahh,Non-bullying
buat kontent kak regi tdk pernah setengah2 selalu totalitas,Non-bullying
"Yah kak regi ga teliti, ada uang yang ketinggalan di kasir",Non-bullying
ayu geh bang aplop cepat geh bang udah ga sabarrrrrrrrrrrrrr,Non-bullying
"45:15 kirain wifi aku nge lag😭😭🗿 ternyata diem, btw ka regi diemnya diem bngt😭 kek beku",Non-bullying
Nguwawor rek masak kursi bisa tpi pc casing nggak🗿,Non-bullying
Mana karegi yang ku kenal,Non-bullying
​@@RotiSisirs mana ada scam kocak,Non-bullying
10:09 Dilaporkan ada satu orang ketabrak di tengah jalan dan.......,Non-bullying
Setelah sekian lama akhirnya main game simulator lagi😊,Non-bullying
kalau saya mau gimana cara nya,Non-bullying
Aku suka game yang simulator dan survival,Non-bullying
Kecewa baru awal mulai loh game ini bagian kayak novel gitu ternyata make AI 😢,Non-bullying
"gimana ya caranya jadi streamer hebat kayak bang miawaug , aku jadi streamer di tiktok gaada yang support :(",Non-bullying
Kayak arda guller karakternya,Non-bullying
Harga berapa ya game nya di steam.?,Non-bullying
"Semoga rezeki dari 𝐃𝑂R𝐴7𝟽 membawa berkah dan manfaat bagi sesama umat manusia!	😘 😗",Non-bullying
bang hati hari nanti ngecrash,Non-bullying
Ka regi main uncarted the lost legecy,Non-bullying
gg gw ngikut in ini Chanel dari sebelum epep rilis 😂,Non-bullying
Pake KERIPTO auto kaya bang😈😈,Non-bullying
"seruu bgt ngeliatnya wkwk, lanjut kak!!",Non-bullying
Bang regi itu biar gk drop jangan on kamera,Non-bullying
semangat terus kak regi,Non-bullying
Kak regi coba main game simulator ini namanya laundry store simulator,Non-bullying
Miawaug gk coba subscribe  sendiri hehe,Non-bullying
pas banget mau makan udah upload wkkwkwk,Non-bullying
Semangat terus ya bang regi ngintennya 😊😊😊😊 0:58,Non-bullying
kak regi mirip david gagedtin,Non-bullying
7:56 🐦sabar dulu icibos,Non-bullying
"belom pernah di bales sama miawaug, bener ya kalo di atas pasti gak inget yang di bawah",Non-bullying
bang regi ada uang di baristanya lagi di meja mahu masuk di pintunya,Non-bullying
Suka banget kalo ka regi main game kay gini🎉,Non-bullying
10:19 Npcnya ngebug sampe kepental ke genteng nya motel🤣🤣🤣🤣🤣🤣🤣🤣,Non-bullying
Semangat kak Reggie upload terus seru soalnya ❤,Non-bullying
24 menit yang lalu,Non-bullying
Ngakak di menit kak regi ga sengaja ketemu boneka😂,Non-bullying
ehh kak regi game poppy playtime chapter 4 akan rilis tanggal 30 nanti. gak sabar tunggu rilis,Non-bullying
semangat kak reggie🔥❤ udh nonton semenjak 2017 dan masih gak bosenin semangat kak🔥🥊,Non-bullying
"Hadir lagi Kota Siantar Ka Regi  , Semangat Terus dan sehat selalu 🔥🙏🤘👍 0:35",Non-bullying
"gercep, 10 menit yang lalu 😀",Non-bullying
aku juga baru beli ini kak dan seru ada character customized nya untuk hari pertama usahain jangan stream dulu kak melainkan ambil delivery job dulu buat uangnya di beliin kebutuhan sehari hari dan klo untuk masalah kencing sama mandi aku juga belum nemu kak .,Non-bullying
😂😂😂 loh yng punto,Non-bullying
yessssss❤ paling suka series ini,Non-bullying
"𝐷𝘖𝘙А𝟕7 aku cba bentar, lngsg WEDEY gede",Non-bullying
44:55 ko regi nonton diri sendiri😂,Non-bullying
Bang aku setiap hari liat vidio bang regi karna lagi cacar,Non-bullying
Seru banget liat ka regi waktu pertama  kali streaming ❤,Non-bullying
karakternya mirip arda guller dari real madrid coy,Non-bullying
Hayoloh lihat apa 7:28,Non-bullying
Lanjutin terus bang regi,Non-bullying
AWS ka Regi bisa jadi rendem tempat nya,Non-bullying
1. 7:27 neuron activation,Non-bullying
lanjut kak regi seruu banget,Non-bullying
Brutal bgt nabrak nya😂,Non-bullying
Lama-lama profesi seniman jadi ilang😢,Non-bullying
54:28 sedih bg terus jdi ilang niat buat up video lgi klo penonton nya nol,Non-bullying
Akhirnya ini yang gw tunggu,Non-bullying
Ini yang gua tunggu KA reg,Non-bullying
Beli barang lah duh,Non-bullying
kak regi live stream dmn?,Non-bullying
"Wididh akhirmya developer cheececake dev kembali lagi!,dengan membawa seri game terbaru yaitu streamer life simulator 2,jadi nostalgia😆",Non-bullying
duit ada yg ketinggalan bg 9:09,Non-bullying
Apaaan tuh di menit 7? 😂😂😂,Non-bullying
kalau saya mau gimana cara nya,Non-bullying
Boleh req nggk yha kak regi . Farm simulator kak regi,Non-bullying
"39:57 kehidupan manusia bukan diatas atau dibawah, kita hidup kadang dibawah dan dibawah tanah. Roda hidup g adil, bagi lu semua yg sombong karena punya duit banyak. Dan lu kalo punya set up yg udah lebih dari cukup, set up yg lama seharusnya lu kasih atau sumbangin ke content creator pemula. Lu kalo tersinggung, lu harusnya mengangkat ke populeran lu dengan kemurahan hati lu. Jadi, tolong jangan lu pura pura g punya apa apa. Dan lu juga bang, harus turun kelapangan buat liat nanti yg meneruskan perjalanan lu kalo lu udah tua. Gua harap lu ngerti maksud gua apa",Non-bullying
𝐷𝘖𝘙А𝟕7emang top markotop! JP terus!,Non-bullying
"Udh 4 tahun, dan Nostalgia",Non-bullying
Gercep nih kak Regii😊,Non-bullying
Download nya bisaa di android gak kak regiii,Non-bullying
Orang yang tadi di buang aja kak regi,Non-bullying
Kak regi main slenderina the cellar 1 sama the cellar 2 kak plsssss,Non-bullying
Gercep baru 1 menit 🎉🎉,Non-bullying
Fun fact:intro nya pakai ai,Non-bullying
selamat malam ka regi😂❤,Non-bullying
Kebetulan baru nonton eh ada notif wk³😂,Non-bullying
Kak regi channel pertama yang ku follow dari 2019 😢 kak regi juga yang menghibur ku saat masuk isu 😊,Non-bullying
Bang main overcood2 sambil live,Non-bullying
"peegabungann 3 gamee😂 , Theif simulator , streamer life simulator,  House Flipper",Non-bullying
hampir mirip kehidupan nyata,Non-bullying
Yeyy kak regi main game baru🎉,Non-bullying
Bukan CheesecakeDev namanya kalo gamenya gaada bug nya😂.,Non-bullying
"Cuma main sebentar, tapi langsung dapet jakpot besar. Coba deh di D𝑂Я𝐴𝟽𝟩!	 😤😢",Non-bullying
Absen 100 Orang Tercepat,Non-bullying
Kak regi kalau main streamer life simulator selalu aja lucu😅😂❤teruskan ya mainya 🎉,Non-bullying
44:42 lucukk banget 😂,Non-bullying
Trending Nomor 5 kak regi,Non-bullying
Live streaming trs nonton live-nya dari gamenya,Non-bullying
"kak regi kak regi,kpn lanjutin tou shop nya? nungguin nih",Non-bullying
ada yang tinggal tu ka reg,Non-bullying
Yes yang di tunggu2🎉🎉🎉🎉,Non-bullying
10:19  Penabrakan masal 😭😭,Non-bullying
Menit 7:25 ngakak poll😹😹😹,Non-bullying
maaf ya kak regi aku jarang nonton  vidio,Non-bullying
44:37 kek doppleganger 😂 lucu banget bikin ngakak 😂🤣,Non-bullying
Lanjutin kak REGI aku udah gak sabar,Non-bullying
"Mainananya pajang aja koh hahaha, bercanda, jujur menurutku gausah dipajang soalnya agak vulgar aja hehe, takutnya diliat anak anak sesuatu yang nggak-nggak",Non-bullying
Bro upload this video on 22.00 me at 22.00: miawaug upload video 1 second ago ☠️,Non-bullying
"Seru dan menguntungkan, cuma di 𝐷𝙊𝙍𝐀𝟩𝟩! 🤯 😳",Non-bullying
Bang besok update game laundry store simulator,Non-bullying
Ko regi ternodai 😂😂😂😂,Non-bullying
Nahh ini yg paling kusuka kak regi game simulator,Non-bullying
7:24 neuron activation moment😂😂,Non-bullying
Mau jadi orang yang telah👍👍👍👍👍👍,Non-bullying
Akhirnya yng gua tunggu❤❤,Non-bullying
Kak coba main game detention yang cina itu loh kak,Non-bullying
Akhirnya rilis serial ke 2 nya,Non-bullying
gass apploed terus pratt 2 nya bang😂,Non-bullying
akhirnya intro lama kembali🌚,Non-bullying
Nostalgia waktu simulator streamer 1,Non-bullying
Nampaknya dipake deh monekin itu kak regional,Non-bullying
setelah sekian lama akhirnya lanjut juga seri streamer life simulator,Non-bullying
Maeaug caman YOU TEBEN kerajan pibomen uploud YOU TEBEN bacan DON Ruis caman pibomen uloud YOU TEBEN rumah mewah kerjan sama mawaug ❤❤😂😂😂❤🎉🎉🎉😊😊😊😊😅😢😢😢😢😢😢,Non-bullying
Pakai patung nya kak regii😂😂,Non-bullying
Bng regi apa kabar dah nonton dri tahun 2021😅,Non-bullying
Akhir nya muncul juga game simulator ke gini,Non-bullying
alhamdulilah akhirnya kk regi udh upload juga kembali life simulatornya semakin banyak barang.,Non-bullying
Mau nanya ini game horor atau engga,Non-bullying
"Suka banget game"" simulator gini, sayangnya ga punya pc😢",Non-bullying
Jirlah miauaug nonton miawaug,Non-bullying
kumpul yang nonton sambil makan😁,Non-bullying
Izin Kak Regi Lanjutin Supermarket Simulator 🙏🙏🙏,Non-bullying
Yess simulator lagi ❤,Non-bullying
Akhirnya setelah lama nya menunggu kak regi main game simulator 🎉🎉,Non-bullying
6:10 maling kundang lu,Non-bullying
"Bang ,pakai kacamata anti radiasi deh..😀🥺 takut matanya jdi rabun",Non-bullying
Kak redi main tabs udah updata😢😢😢😢😢😢,Non-bullying
kak regi mau nanya itu game ps 5 apa pc kak regi?,Non-bullying
Pertimbangkan untuk menjelajahi 𝐷𝑂𝑅𝘈𝟩7 jika Anda menghargai pertumbuhan pribadi. 🙄 😤,Non-bullying
Bg coba lu bayar yg kata lu penipuan nanti dikasih 1000 dolar,Non-bullying
"Btw buat user mobile jangan minta versi android nya, karena yg versi pertama nya di android aja banyak bug nya, jadi nya jangan ada yg berharap 🗿",Non-bullying
game baru lagi nih,Non-bullying
"Semoga rezeki dari 𝘋O𝙍𝐴7𝟽 membawa berkah dan manfaat bagi sesama umat manusia!	😘 😗",Non-bullying
"awalnya gua mager nonton konten yg ini karna 1 jam, akhirnya gua coba nonton 20 menit eh bablas sampe 1 jam😅😅",Non-bullying
ini developer nya sama kah ama kayak Internet cafe simulator?,Non-bullying
Kangen nih Kak reggie main Simulatorr🔥🔥,Non-bullying
KK regi main game toy shop lagi dong,Non-bullying
"gilaa nostalgia bgt, skrg gamenya udah tambah baguss (btw agak sayang krn ilustrasi di awal pake ai 😔), oiya sama pas ada kata2 pas streaming itu buat ngomong sama viewers kak regi, yg titik2 merah itu kek blank, nnti kita suruh pilih jawaban yg bener diantara 2 kata, klo ijo bener klo merah salah, trs buat mandi sama toilet itu harus beli di zamazor dulu kakk",Non-bullying
NGAKAK BANGET BARU JUGA MULAI UDAH BANYAK ANOMALI,Non-bullying
"akhirnya yang saya tunggu tunggu game streaminglife simulator 2 rilis saya akn tetap nonton di channel miawaug sampai tamat

",Non-bullying
Kak Regi kalo main streamer life simulator coba dengan live dong kak,Non-bullying
hening banget kak regi 😢,Non-bullying
Wihhhh yang kedua nihhh gak sabarrr 😮😮,Non-bullying
lagi nonton video hapunan miawaug tiba tiba ada notif terbaru🗿,Non-bullying
Akhirnya update juga nih game seru nih buat menemani libur😊,Non-bullying
"D𝘖𝐑𝐀77 gacir, menang terus",Non-bullying
Abang jangan dijual simpan di rumah biar apa yang punya teman nanti kalau dijual disimpan aja😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,Non-bullying
"Aplikasi food delivery, bagus buat starter klo duit lgi tipis 👍",Non-bullying
"𝐷𝘖𝘙А𝟕7 aku coba, saldo lngsg banyak",Non-bullying
"full ai itu bang, ga respek dah ama developernya padahal pen coba gua ini game😢",Non-bullying
