Komentar,Kategori
"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",Bullying
"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",Bullying
Pernah ngga mba <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,Bullying
Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,Bullying
"jelek,lecek,bantet ??????",Bullying
Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,Bullying
"Heran gw mak <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",Bullying
"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",Bullying
Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,Bullying
Jablay anjir mukanya... Murahan bangetttt najisss,Bullying
"<USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg",Bullying
yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,Non-bullying
Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,Non-bullying
"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",Non-bullying
"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",Non-bullying
"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",Non-bullying
Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,Non-bullying
Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,Non-bullying
"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",Non-bullying
"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",Non-bullying
Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,Non-bullying
Sukak cewe cantik dan kmauan blajarnya tinggi ???,Non-bullying
"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",Non-bullying
"Semangat batman <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",Non-bullying
<USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,Non-bullying
"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",Non-bullying
"Seorang presiden tanpa embel"" gelar .. bangga sekali",Non-bullying
Proud of you Indonesia. God bless Indonesia,Non-bullying
Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,Non-bullying
Ikut bangga pastinya ??,Non-bullying
PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,Non-bullying
Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,Non-bullying
aku percaya kak niki orangnya jujur semangat kak niki???? hebat,Non-bullying
"<USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",Non-bullying
cantik alami tanpa perlu bedak tebel dan gaya bak tante2,Non-bullying
Cantik dan gagah mudahan lancar dampe hari h,Non-bullying
"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",Non-bullying
"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",Non-bullying
"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",Non-bullying
"Beruntung banget deh mba <USERNAME> dapet mas <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",Non-bullying
Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,Non-bullying
"Dear...Bpk <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",Non-bullying
"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",Non-bullying
"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",Non-bullying
Terimakasih Ibu <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,Non-bullying
"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",Non-bullying
"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",Non-bullying
"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",Non-bullying
Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,Non-bullying
Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,Non-bullying
Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,Non-bullying
Bu <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,Non-bullying
"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",Non-bullying
Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,Non-bullying
Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,Non-bullying
"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",Non-bullying
"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",Non-bullying
Semangat mebangun indonesia yg lebih maju pak jokowi ????,Non-bullying
"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",Non-bullying
Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,Non-bullying
"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",Non-bullying
"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",Non-bullying
Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,Non-bullying
Weewww bangga kali ak liatnya bang <USERNAME> pake baju adat karo.... Syip,Non-bullying
Bagus banget baju dan pengantinya happy weding,Non-bullying
MasyaAllah . bagus banget ..,Non-bullying
Gileee suaraaanyaa.. kereen parah.. sukak,Non-bullying
Lebih keren dr penyanyi aslinya,Non-bullying
Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,Non-bullying
Yatuhan suaranyaaaaaaa bagus bangetttttttt,Non-bullying
"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",Non-bullying
Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,Non-bullying
"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",Non-bullying
Subhanallah tergetar hati dengar suara nya,Non-bullying
Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,Non-bullying
"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",Non-bullying
Kerennnn suaranya bagus,Non-bullying
"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",Non-bullying
"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",Non-bullying
Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,Non-bullying
Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,Non-bullying
aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,Non-bullying
Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,Non-bullying
waduuhhh...Kereeen bangeeet dedek2 emeesh,Non-bullying
Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,Non-bullying
Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,Non-bullying
Kereeeeennnn padahal nyanyinya santai banget ????????????,Non-bullying
Polossss...keren....ga neko2 kayaknya...jossss,Non-bullying
Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,Non-bullying
Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,Non-bullying
Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,Non-bullying
"Pembagian suaranya pas bnget,pecah suaranya jg cakep",Non-bullying
keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,Non-bullying
Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,Non-bullying
"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",Non-bullying
Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,Non-bullying
Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,Non-bullying
Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,Non-bullying
mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,Non-bullying
"Kereenn sumpaah,, kebangetan bagusnya..??",Non-bullying
Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,Non-bullying
"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÃ–",Non-bullying
"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",Non-bullying
"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",Non-bullying
Kalo pasangan cantik + ganteng suka deh liatnya?,Non-bullying
"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",Non-bullying
ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,Non-bullying
"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",Non-bullying
Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,Non-bullying
"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",Non-bullying
"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????",Non-bullying
"<USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",Non-bullying
Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,Non-bullying
Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,Non-bullying
Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,Non-bullying
"<USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",Non-bullying
"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",Non-bullying
entah kenapa kalo liat <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,Non-bullying
banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,Non-bullying
"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",Non-bullying
"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",Non-bullying
"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik",Non-bullying
"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",Non-bullying
"Nah ini baru keren, daripada mba mba superman wkwkwk",Non-bullying
"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",Non-bullying
Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,Non-bullying
Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,Non-bullying
enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,Non-bullying
"Asik bgts dancenya,apa lg lagunya mancappppp",Non-bullying
Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,Non-bullying
"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa... <USERNAME>",Non-bullying
Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,Non-bullying
Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,Non-bullying
Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,Non-bullying
mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,Non-bullying
Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????,Non-bullying
"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb",Non-bullying
Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,Non-bullying
"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",Non-bullying
"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",Non-bullying
Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,Non-bullying
"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??",Non-bullying
Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,Non-bullying
"Cewenya cantikk, the power of tajir ??",Non-bullying
Alhamdulillah lebih ganteng babang Emran ya <USERNAME> ??,Non-bullying
"Alhamdulillah <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",Non-bullying
Cantik manis cewe nya .. cocok ajalah,Non-bullying
"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",Non-bullying
yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,Non-bullying
Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,Non-bullying
"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",Non-bullying
Yaampun cantiikk bangett aslii! Angguunn ??,Non-bullying
<USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,Non-bullying
"Cantiik, senyumnya mirip Maudy Kusnaedi",Non-bullying
"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",Non-bullying
"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik..",Non-bullying
Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udh langsung tauk,Non-bullying
Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,Non-bullying
"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????",Non-bullying
"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel",Non-bullying
"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp.",Non-bullying
"<USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..",Non-bullying
"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak",Non-bullying
Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??,Non-bullying
"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel",Non-bullying
"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu <USERNAME>",Non-bullying
"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....",Non-bullying
Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..,Non-bullying
min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin,Non-bullying
"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??",Non-bullying
mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??,Non-bullying
"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...",Non-bullying
Berasa kaya mau manggung kk <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??,Non-bullying
"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??",Non-bullying
"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??",Non-bullying
Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????,Non-bullying
Beruntung si aurel dpt ibu sambung kaya ashanti . <USERNAME>,Non-bullying
salut ma bunda <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..,Non-bullying
"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia",Non-bullying
"Salut buat Bunda <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir..",Non-bullying
Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah,Non-bullying
